Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
990,1VdQTD2rFIYWpFngckkmSS,Dan Andriano in the Emergency Room,"Of Peace, Quiet and Monsters","Of Peace, Quiet And Monsters",25,261000,False,0.479,0.285,1,-12.619,0,0.0327,0.942,0.0437,0.111,0.618,104.933,4,acoustic
991,5WhHTK5wyuY14tiHWuoH4G,Frank Turner,FTHC (Deluxe),Little Life,25,215586,False,0.609,0.693,9,-6.395,1,0.0273,0.000315,0.0,0.3,0.452,119.992,4,acoustic
992,2FYSLfTFri5Gbccm44lXA3,Violent Femmes,Hallowed Ground,Black Girls,26,340266,False,0.608,0.61,11,-13.99,0,0.0702,0.0278,0.335,0.0369,0.669,121.275,4,acoustic
993,73Zqgqez3FbGjeGRhSkw0O,Days N Daze,Ward Off the Vultures,Kick Your Lawyer in the Face,26,140560,True,0.555,0.508,0,-12.851,1,0.108,0.361,0.000968,0.12,0.961,122.037,4,acoustic
994,5Bfdu7gVB7njCCCQHC0kkI,Days N Daze,Show Me the Blueprints.,Fast Track,26,144009,False,0.446,0.621,10,-5.065,1,0.037,0.721,0.0,0.0881,0.867,113.896,4,acoustic
995,1epXnhFfFToKeugQWBCsQg,Harley Poe,Wretched. Filthy. Ugly.,Maria,26,196226,True,0.633,0.832,0,-6.84,1,0.0863,0.0274,7.57e-06,0.0957,0.838,130.912,4,acoustic
996,5aBpIqXfktr9SSwyAi8Hlj,Taj Mahal,The Essential Taj Mahal,"Corinna - From ""The Natch'l Blues""",29,180920,False,0.621,0.294,9,-13.468,1,0.11,0.558,2.54e-05,0.0946,0.728,78.599,4,acoustic
997,1ZD2MlKRTYKI8oewOt28mc,Pigeon Pit,Treehouse,Tall Cans,26,186461,True,0.648,0.389,4,-8.275,1,0.0927,0.807,9.78e-05,0.11,0.378,86.36,4,acoustic
998,3zVMv0mxjnJRw2BX5ryCqT,Chuck Ragan,Covering Ground,You Get What You Give,26,217293,False,0.303,0.506,9,-6.89,1,0.0325,0.496,0.0,0.178,0.412,161.463,3,acoustic
999,5ieA3sRjDvak7oTrbrR6mV,Frank Turner,Songbook,Four Simple Words,25,297093,True,0.335,0.881,0,-6.48,1,0.0934,0.00805,0.0,0.11,0.173,96.9,4,acoustic
3000,5E30LdtzQTGqRvNd7l6kG5,The Neighbourhood,Wiped Out!,Daddy Issues,87,260173,False,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4,alternative
3001,09gysnJpfQ3ublBmJDfcEC,Amaarae;Kali Uchis;Moliy,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),79,204763,True,0.87,0.523,1,-8.052,0,0.0602,0.433,2.07e-05,0.113,0.319,110.02,4,alternative
3002,2K7xn816oNHJZ0aVqdQsha,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Softcore,86,206280,False,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,4,alternative
3003,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,I Love You.,Sweater Weather,93,240400,False,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4,alternative
3004,4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,abcdefu,86,168601,True,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,4,alternative
3005,07MDkzWARZaLEdKxo6yArG,THE ANXIETY;WILLOW;Tyler Cole,THE ANXIETY,Meet Me At Our Spot,81,162680,True,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,4,alternative
3006,60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,Hybrid Theory (Bonus Edition),In the End,85,216880,False,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,4,alternative
3007,2nLtzopw4rPReszdYBJU6h,Linkin Park,Meteora,Numb,83,185586,False,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,4,alternative
3008,7BoobGhD4x5K96Me0hqC8Q,Bella Poarch,Build a Bitch,Build a Bitch,76,122772,True,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,4,alternative
3009,0eu4C55hL6x29mmeAjytzC,Oliver Tree,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Life Goes On,79,161803,False,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4,alternative
3010,6bTbMMEShyGyrcuIwtBlpA,Bella Poarch,Dolls EP,Living Hell,70,174002,False,0.729,0.551,0,-6.935,0,0.056,0.598,0.0,0.176,0.312,124.044,4,alternative
3011,6rrKbzJGGDlSZgLphopS49,The Score,ATLAS,Unstoppable,73,192106,False,0.485,0.843,1,-3.993,0,0.0467,0.00129,1.01e-05,0.14,0.602,78.001,4,alternative
3012,0AUyNF6iFxMNQsNx2nhtrw,grandson,Blood // Water,Blood // Water,75,216720,False,0.51,0.882,8,-5.659,0,0.159,0.00158,0.00206,0.0764,0.653,154.029,4,alternative
3013,6CqHve8qCxKzEd3ciOy6xj,Slipknot,Rock Brandneu,Yen,3,285315,False,0.568,0.934,9,-4.428,1,0.107,0.000885,0.0297,0.36,0.319,137.005,4,alternative
3014,75fT19n6ZQHr67Mkh86qfD,Red Hot Chili Peppers,Rock Brandneu,Tippa My Tongue,2,260808,False,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,alternative
3015,6syz0SJTv8ZNCNxaOnvMtb,Gorillaz,Maintain Your Mojo,Clint Eastwood,3,340920,True,0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,4,alternative
3016,1tRpraJDpEUl0HjnkMosqx,Red Hot Chili Peppers,Top of the Rock,Black Summer,3,232412,False,0.417,0.682,1,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,alternative
3017,2AEdT2ZKd14kzOouzdNOUj,Red Hot Chili Peppers,OK Boomers - Top Tunes,Californication,2,329733,False,0.592,0.765,9,-2.788,0,0.027,0.0021,0.00154,0.127,0.327,96.483,4,alternative
3018,23PvWFdi76vER4p1e2Xroj,The Killers,Workout Hits 2023,Mr. Brightside,2,223973,False,0.344,0.931,1,-3.759,1,0.0783,0.00104,0.0,0.0903,0.251,148.104,4,alternative
3019,5xUhs6dlfkcxZM8zq7riYF,Red Hot Chili Peppers,Tek It - New Noise,Black Summer,1,232412,False,0.417,0.682,1,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,alternative
3020,62pennq1pcVBFVW1b1CrFu,Red Hot Chili Peppers,Top of the Rock,Nerve Flip,0,186148,False,0.386,0.936,8,-4.005,1,0.0701,0.0121,1.6e-05,0.266,0.418,176.366,4,alternative
3021,1yZWmKmLfTrFCxHvhFsdoN,The Killers;Phoebe Bridgers,The Greatest Rock Tunes 2022,Runaway Horses - Abridged,0,204466,False,0.499,0.223,9,-15.253,1,0.0338,0.912,0.0,0.0962,0.304,129.291,5,alternative
3022,0v8tmDMQrTMavluubqAJo4,Red Hot Chili Peppers,80s Bangers Vol. 2,Higher Ground - Remastered,1,202053,False,0.476,0.979,4,-3.504,0,0.133,0.00142,0.00686,0.0944,0.394,140.408,4,alternative
3023,2UCoAOZGk6a4BHUBzlvfAO,The Killers;Armin van Buuren;Benno De Goeij,Beats Electro Mood,Human - Armin van Buuren Dub Remix,1,445000,False,0.64,0.821,7,-5.789,0,0.0732,0.00122,0.145,0.203,0.624,135.478,4,alternative
3024,5SVYqPYpje5JDG2O969oz6,The Killers;Toni Halliday,Rock n Roll Christmas,A Great Big Sled,0,262586,False,0.532,0.872,0,-3.869,1,0.0636,0.00223,0.0,0.283,0.299,127.959,4,alternative
3025,12cG3BUpk6PzLAzWK0mryO,Red Hot Chili Peppers,Alternative Rock Mixtape,By the Way,2,215666,False,0.441,0.986,0,-2.466,1,0.116,0.038,0.000781,0.0998,0.184,123.974,4,alternative
3026,34ldTowcv56E2DqtSaYBjP,The Killers,OO's Music Grandi Successi,When You Were Young,5,220413,False,0.441,0.976,8,-3.09,0,0.147,0.000335,0.0475,0.298,0.248,130.411,4,alternative
3027,6QvYmrqFKRSVrcVgvoA7Ar,Red Hot Chili Peppers,All That Really Matters - Just Hits,Tippa My Tongue,4,260808,False,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,alternative
3028,58yD1ZePlS6V4gImXGV8Ed,Red Hot Chili Peppers,Daily Pop Mix,Tippa My Tongue,0,260808,False,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,alternative
3029,2cwOhw3d0uIsR4krTsrLwF,The Killers;Ryan Pardey,Rock n Roll Christmas,Don't Shoot Me Santa,0,245106,False,0.588,0.847,8,-4.164,1,0.0705,0.0601,0.0,0.307,0.662,120.041,4,alternative
3030,6qK47Oa7Vbumzeb69KuMhZ,Gorillaz;Beck,20's Rock,The Valley of the Pagans,0,181028,True,0.75,0.856,2,-5.802,1,0.0457,0.0778,3.65e-05,0.117,0.94,130.034,4,alternative
3031,6ehaWPjsNSf5HWOXTEFSUi,The Killers,Rock Workout 2023,Somebody Told Me,0,200946,False,0.508,0.981,10,-3.23,0,0.0779,8.22e-05,0.000449,0.0555,0.746,138.011,4,alternative
3032,5HNau9WX6OmX2PcBn3n24r,Red Hot Chili Peppers,20's Rock,Black Summer,0,232412,False,0.417,0.682,1,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,alternative
3033,3omnDqXnlC4awZfUrGQSDN,The Killers;Toni Halliday,Alternative Christmas 2022,A Great Big Sled,0,262586,False,0.532,0.872,0,-3.869,1,0.0636,0.00223,0.0,0.283,0.299,127.959,4,alternative
3034,5KaVoEhxf1UwParyAjzHVA,The Killers,Kick It,Mr. Brightside,1,223973,False,0.344,0.931,1,-3.759,1,0.0783,0.00104,0.0,0.0903,0.251,148.104,4,alternative
3035,71BwuaJ5VjGx9EJdrc9OX2,The Killers;Ryan Pardey,Home For Christmas 2022,Don't Shoot Me Santa,0,245106,False,0.588,0.847,8,-4.164,1,0.0705,0.0601,0.0,0.307,0.662,120.041,4,alternative
3036,47dUWyurHWefCpINwcvit2,Red Hot Chili Peppers,Pop Hits Now,Black Summer,0,232412,False,0.417,0.682,1,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,alternative
3037,52cFhaPuS5oLrmFoJw4J9j,The Killers,Rock Workout 2023,Mr. Brightside,2,223973,False,0.344,0.931,1,-3.759,1,0.0783,0.00104,0.0,0.0903,0.251,148.104,4,alternative
3038,4xnB2yGAeXOuR3kJ9KTD3b,Red Hot Chili Peppers,Rock Brandneu,Nerve Flip,0,186148,False,0.386,0.936,8,-4.005,1,0.0701,0.0121,1.6e-05,0.266,0.418,176.366,4,alternative
3039,1gu8VJ0d28EsXtcgKzJcSl,The Killers;Ryan Pardey,Christmas Rock 2022,Don't Shoot Me Santa,0,245106,False,0.588,0.847,8,-4.164,1,0.0705,0.0601,0.0,0.307,0.662,120.041,4,alternative
3040,5yug4vHY6oGqkFI80Ya5F0,Gorillaz,Alternative Rock Mixtape,Clint Eastwood,2,340920,True,0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,4,alternative
3041,315FrAki9HoxEdG8CQuZhD,The Killers,Mirando las nubes,Mr. Brightside,0,223973,False,0.344,0.931,1,-3.759,1,0.0783,0.00104,0.0,0.0903,0.251,148.104,4,alternative
3042,2QLFTiSNgt6cT3aQdeGFhd,The Killers;Ryan Pardey,Home At Christmas,Don't Shoot Me Santa,0,245106,False,0.588,0.847,8,-4.164,1,0.0705,0.0601,0.0,0.307,0.662,120.041,4,alternative
3043,2S3G868WlDZNtfwZiDKPRx,The Killers;Ryan Pardey,Alternative Christmas 2022,Don't Shoot Me Santa,0,245106,False,0.588,0.847,8,-4.164,1,0.0705,0.0601,0.0,0.307,0.662,120.041,4,alternative
3044,77s65ayZ3gXbqMV8jKH1A3,The Killers;Ryan Pardey,Alternative Christmas 2022,Don't Shoot Me Santa,0,245106,False,0.588,0.847,8,-4.164,1,0.0705,0.0601,0.0,0.307,0.662,120.041,4,alternative
3045,7GEQkaJPZmph6xtzXFNWxn,The Killers,Alternative Christmas 2022,Joy Ride - Night Version,0,436413,False,0.666,0.935,0,-4.563,1,0.0445,0.00285,0.781,0.352,0.69,118.999,4,alternative
3046,3CKJz2XmcRBskVxbN3pit2,Slipknot,Metal,Duality,0,252613,False,0.354,0.982,4,-3.026,0,0.168,0.000237,0.000301,0.204,0.194,143.79,4,alternative
3047,1c9MeAa2tLEoZl5osXf5Ts,Red Hot Chili Peppers,Kick It,Fire - Remastered,1,123800,True,0.421,0.986,11,-1.795,0,0.152,0.00482,0.0,0.295,0.263,105.83,4,alternative
3048,0VFk1Ofc6X7QHdVC9T71sK,Slipknot,Rock Brandneu,The Dying Song (Time to Sing),4,203586,False,0.516,0.991,11,-2.587,0,0.126,0.000467,4.66e-05,0.327,0.402,95.017,4,alternative
3049,02ocOpp3OlYjjFvhvBDljE,Slipknot,Metal Lives!,Duality,0,252613,False,0.354,0.982,4,-3.026,0,0.168,0.000237,0.000301,0.204,0.194,143.79,4,alternative
3050,2Y0iGXY6m6immVb2ktbseM,MGMT,Little Dark Age,Little Dark Age,83,299960,False,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,4,alternative
3051,0y1QJc3SJVPKJ1OvFmFqe6,KALEO,A/B,Way down We Go,78,213706,False,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,4,alternative
3052,4gHnSNHs8RyVukKoWdS99f,Nirvana,Nevermind (Remastered),Something In The Way,76,232146,False,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4,alternative
3053,4wfyFIRnxdIN0v4OGtXcX3,Linkin Park,Minutes to Midnight,What I've Done,58,205613,False,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,4,alternative
3054,4kbj5MwxO1bq9wjT5g9HaA,WALK THE MOON,TALKING IS HARD,Shut Up and Dance,83,199080,False,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,4,alternative
3055,46ZskDsXyj6SY4ILqw1XvK,Oliver Tree;Robin Schulz,Pop Hits Now,Miss You,0,206000,True,0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,4,alternative
3056,7daBAa22M7ygDPG1oehs8o,Oliver Tree;Robin Schulz,Daily Pop Mix,Miss You,0,206000,True,0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,4,alternative
3057,35dGLgPbz4j896kxOaVS27,Oliver Tree;Robin Schulz,Upbeat Pop,Miss You,0,206000,True,0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,4,alternative
3058,47U8UsDT7LHPkZ2Jm4qnvm,Oliver Tree,20's Rock,Life Goes On,0,161803,False,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4,alternative
3059,4CeeEOM32jQcH3eN9Q2dGj,Nirvana,Nevermind (Remastered),Smells Like Teen Spirit,83,301920,False,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4,alternative
3060,6NDhsCV7nxJeDsOpM1cPUk,Oliver Tree,Top of the Rock,I Hate You,4,162877,False,0.737,0.67,9,-6.448,1,0.0985,0.00474,0.0,0.0922,0.525,75.981,4,alternative
3061,1Pw6eI2cLqAFc6HkpXt38i,Oliver Tree,Tek It - New Noise,I Hate You,3,162877,False,0.737,0.67,9,-6.448,1,0.0985,0.00474,0.0,0.0922,0.525,75.981,4,alternative
3062,4JPIT5G0JnCL4JUWoIGGG3,Oliver Tree,Rock - Best of 2022,I Hate You,4,162877,False,0.737,0.67,9,-6.448,1,0.0985,0.00474,0.0,0.0922,0.525,75.981,4,alternative
3063,5DCpa5sx8KAHUbbMf4Ug3W,Oliver Tree,The State of Pop,Life Goes On,0,161803,False,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4,alternative
3064,1c8XAD2VT1O68YwWvDaJQY,Oliver Tree,Coffee Chill,Life Goes On,2,161803,False,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4,alternative
3065,2sNvA9nxGE52pupLXhAuDm,Oliver Tree,US Pop 20s,Life Goes On,0,161803,False,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4,alternative
3066,1tLemH0qMIlgVyijet0z3S,Oliver Tree,Relaxing Pop,Life Goes On,2,161803,False,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4,alternative
3067,6s2tPtqrO3yzNR84vcMMU0,Oliver Tree,Indie Chill Out,Cowboys Don't Cry,3,189969,False,0.608,0.638,8,-7.215,1,0.0561,0.217,0.0,0.324,0.457,87.956,4,alternative
3068,1v3rsZZAH13mnXEEz3AEL5,Dominic Fike;Zendaya,Autumn Vibe,"Elliot’s Song - From ""Euphoria"" An HBO Original Series",1,152144,False,0.341,0.266,4,-17.251,1,0.146,0.831,0.0,0.113,0.388,184.14,4,alternative
3069,5miFSFpVtDCmHp21YLkaHV,Oliver Tree,Here to Forever - All New Indie,Placeholder,1,159818,False,0.678,0.696,2,-4.361,1,0.0336,0.0346,0.0,0.374,0.421,82.489,4,alternative
3070,7CwwtOtObfhHMoYsh9gfTc,Oliver Tree,Internet Sensations,Placeholder,7,159818,False,0.678,0.696,2,-4.361,1,0.0336,0.0346,0.0,0.374,0.421,82.489,4,alternative
3071,1CWoIqBEZLUsB9wjZyjRkg,Oliver Tree,All Out Alternative,Placeholder,4,159818,False,0.678,0.696,2,-4.361,1,0.0336,0.0346,0.0,0.374,0.421,82.489,4,alternative
3072,1bOENKlPYEDXyH9kLFUsnj,Nickelback,Timeless Rock Hits,Animals,3,185906,False,0.569,0.963,7,-3.069,1,0.0593,0.000787,0.0256,0.22,0.82,76.995,4,alternative
3073,4D8xgk4Cin0beAmJlTzohD,Florence + The Machine,Sad Covers 2022,Stand By Me,3,245780,False,0.598,0.335,9,-6.791,1,0.0282,0.841,0.00016,0.194,0.245,107.988,4,alternative
3074,4FbHin5O4lPRgERdQEy6rB,Florence + The Machine,Fall Aesthetic,The Bomb,0,164566,False,0.589,0.197,11,-8.684,1,0.0338,0.909,0.000144,0.0876,0.307,110.699,4,alternative
3075,2cxo6cXWQCDdPTePV3d5Tu,Florence + The Machine,Helloween Party,Seven Devils,2,303253,False,0.37,0.767,9,-5.555,0,0.0363,0.00762,0.000125,0.0583,0.21,58.494,4,alternative
3076,4SmpAA1iwwFw9hQ5FmYLuq,Avenged Sevenfold,Metal,Hail to the King,0,305906,False,0.58,0.916,3,-4.357,0,0.0387,0.000295,0.0255,0.126,0.68,118.002,4,alternative
3077,0FrFqoPT7JB0ezIU9g2OLC,Deftones,Metal,Ohms,0,250222,False,0.112,0.978,4,-2.64,1,0.117,0.000108,0.0241,0.117,0.371,173.097,3,alternative
3078,1X19KuKnCG4l9kl2QXcNuD,Mon Laferte,Rock un sentimiento vol. I,Salvador,0,201986,False,0.499,0.495,10,-9.166,0,0.0286,0.263,4.48e-05,0.104,0.473,99.957,4,alternative
3079,06nOZkGMDu2cVCUvuKWjeI,Florence + The Machine,Helloween Party,Howl,1,214053,False,0.577,0.866,0,-4.05,1,0.0601,0.006,0.000708,0.164,0.28,130.016,4,alternative
3080,7oex5ickCMbEeBYP9uuQFH,Florence + The Machine,Halloween Hits,Seven Devils,1,303253,False,0.37,0.767,9,-5.555,0,0.0363,0.00762,0.000125,0.0583,0.21,58.494,4,alternative
3081,2gBHPw488fjNjHIpBJl8Kk,Florence + The Machine,Pop & Halloween,Howl,1,214053,False,0.577,0.866,0,-4.05,1,0.0601,0.006,0.000708,0.164,0.28,130.016,4,alternative
3082,5PbQBGeK9air60kXQlNHR4,Florence + The Machine,Halloween Hits,Girl With One Eye,1,218613,False,0.421,0.529,9,-6.302,0,0.131,0.435,0.0,0.148,0.212,133.894,3,alternative
3083,66qTw96JwPJvUYsWiyyVGH,Florence + The Machine,Helloween Party,Girl With One Eye,0,218613,False,0.421,0.529,9,-6.302,0,0.131,0.435,0.0,0.148,0.212,133.894,3,alternative
3084,6Fg7Zm99hVTt5Wv7NPQf11,Florence + The Machine,Happy Haunted Halloween Tunes,Howl,1,214053,False,0.577,0.866,0,-4.05,1,0.0601,0.006,0.000708,0.164,0.28,130.016,4,alternative
3085,7MWBaRLGmvflqPoewBGbMj,Florence + The Machine,OO's Music Grandi Successi,You've Got The Love,0,168666,False,0.574,0.696,6,-4.697,1,0.0327,0.00481,0.0,0.102,0.401,109.877,4,alternative
3086,6vT20BVB14V8598mGV1vSS,Florence + The Machine,Pop & Halloween,Girl With One Eye,0,218613,False,0.421,0.529,9,-6.302,0,0.131,0.435,0.0,0.148,0.212,133.894,3,alternative
3087,4fvKqLGqlsj7giLICaxTXl,Julieta Venegas,Éxitos del Pop en Español de los Años 2000,Limón y Sal,0,205213,False,0.625,0.653,11,-5.967,1,0.0257,0.124,0.0,0.346,0.605,110.972,4,alternative
3088,29RiulWABWHcTRLkDqVCl1,Korn,Metal,Rotting in Vain,0,213000,True,0.498,0.946,2,-4.792,1,0.0602,0.000121,2.53e-05,0.359,0.31,106.276,4,alternative
3089,14jEv2xc6r43y0Nm2ymswN,Mon Laferte,tardes tranqui,Amor Completo,0,241880,False,0.389,0.418,4,-8.976,1,0.027,0.664,5.71e-05,0.108,0.347,175.567,3,alternative
3090,2vU6bm5hVF2idVknGzqyPL,The Offspring,Alternative Christmas 2022,Christmas (Baby Please Come Home),0,187355,False,0.437,0.878,0,-4.687,1,0.0452,0.0112,0.0,0.126,0.623,128.043,4,alternative
3091,0XgHNxz37RYVl1VDom3PNx,Florence + The Machine,Halloween & Alternative,Seven Devils,0,303253,False,0.37,0.767,9,-5.555,0,0.0363,0.00762,0.000125,0.0583,0.21,58.494,4,alternative
3092,6agwd0jyOXzwP7ajAwlSeN,Florence + The Machine,Halloween Scary Party,Howl,0,214053,False,0.577,0.866,0,-4.05,1,0.0601,0.006,0.000708,0.164,0.28,130.016,4,alternative
3093,7BsPT8jICeKZdoTmLBMDxS,Mon Laferte,Rock un sentimiento vol. I,Tu Falta De Querer,0,278546,False,0.394,0.473,10,-7.935,1,0.0281,0.0247,0.00684,0.112,0.45,129.996,3,alternative
3094,4eCQkJy0Gq9i5lQqOJcVKN,Avenged Sevenfold,Metal Lives!,Hail to the King,0,305906,False,0.58,0.916,3,-4.357,0,0.0387,0.000295,0.0255,0.126,0.68,118.002,4,alternative
3095,4nzIpIeHWiuFQnOV5ZELnj,Deftones,Metal Lives!,Ohms,0,250222,False,0.112,0.978,4,-2.64,1,0.117,0.000108,0.0241,0.117,0.371,173.097,3,alternative
3096,4f2pSxIgf6TLd6O8GaC33a,Mon Laferte;Juanes,Alternativo diferente latino,Amárrame,0,207333,False,0.565,0.667,5,-4.679,0,0.0495,0.24,0.00166,0.106,0.78,180.041,4,alternative
3097,4kqgYiNDWcwo9KBq4rz87l,Mon Laferte,Rock un sentimiento vol. I,Cuando Era Flor,0,281600,False,0.568,0.642,4,-6.736,0,0.0603,0.374,0.00681,0.131,0.476,177.669,4,alternative
3098,0Zj4igNaBPjudrsnVLTstx,Mon Laferte;Guaynaa,Halloween 2022 Perreo Vol. 5,Plata Ta Tá,2,255506,False,0.813,0.796,4,-5.545,0,0.164,0.156,0.038,0.114,0.542,95.027,4,alternative
3099,0nI0q4NuoOIskGNRizI6vs,Korn,Metal Lives!,Rotting in Vain,0,213000,True,0.498,0.946,2,-4.792,1,0.0602,0.000121,2.53e-05,0.359,0.31,106.276,4,alternative
3100,7zwn1eykZtZ5LODrf7c0tS,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,You Get Me So High,83,153000,False,0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036,4,alternative
3101,22I3h5AOENlH4CqXJsEbFR,Justine Skye;Tyga,Collide (feat. Tyga),Collide (feat. Tyga),75,260169,True,0.418,0.31,11,-9.869,0,0.0625,0.095,0.0,0.216,0.131,139.614,4,alternative
3102,1r1fPuhj9H4VdXr7OK6FL5,Linkin Park,LIVING THINGS,CASTLE OF GLASS,73,205400,False,0.615,0.911,1,-3.584,0,0.0278,0.0686,0.00188,0.0908,0.685,108.0,4,alternative
3103,4vJfxpYeM088ddkHtSNqP1,Evanescence,Rock & Halloween,Haunted,3,185440,False,0.37,0.861,4,-4.588,0,0.0625,0.00959,0.00449,0.107,0.16,155.671,4,alternative
3104,7uCBGNn991AM68fR4tSDco,The Score,Carry On,Born For This,69,237375,False,0.411,0.675,5,-6.251,0,0.0591,0.063,0.0,0.092,0.545,130.134,4,alternative
3105,7oMO1B9CB4ZPYPLeVe32OY,R.E.M.,90's Music Grandi Successi,Losing My Religion,0,268426,False,0.666,0.854,9,-5.051,0,0.0295,0.179,1.2e-06,0.0986,0.803,125.637,4,alternative
3106,7yI7YDsXGrwUX8sFTXXnVV,Weezer,Los Clásicos del Pop 90s,Say It Ain't So,1,258825,False,0.635,0.551,3,-7.136,1,0.0354,0.00743,1.82e-05,0.07,0.451,151.779,4,alternative
3107,7M62cpl1L8v53XwfCZ2GYD,Skillet,Rock - Best of 2022,Surviving the Game,4,238870,False,0.535,0.979,8,-3.593,1,0.0597,0.000666,0.0,0.084,0.432,103.996,4,alternative
3108,24TdORdiwpuE1EH7fh1fNQ,Evanescence,Halloween Scary Party,Bring Me To Life,0,235893,False,0.318,0.943,4,-3.188,0,0.107,0.00721,2.06e-06,0.242,0.298,189.985,4,alternative
3109,5cOdPnKDyhdFnB6X3V3JkK,Evanescence,Twisted Halloween Hits,Bring Me To Life,0,235893,False,0.318,0.943,4,-3.188,0,0.107,0.00721,2.06e-06,0.242,0.298,189.985,4,alternative
3110,3qmncUJvABe0QDRwMZhbPt,Weezer,90's Music Grandi Successi,Say It Ain't So,2,258825,False,0.635,0.551,3,-7.136,1,0.0354,0.00743,1.82e-05,0.07,0.451,151.779,4,alternative
3111,6Byuke1Ac5qWJHFgzu7byM,Weezer,Rock - Best of 2022,Records,4,208920,False,0.658,0.773,11,-5.119,1,0.0244,0.000901,0.0,0.194,0.66,100.006,4,alternative
3112,6buVxRwPapLwrXwIsTiSfm,Disturbed,Metal,Hey You,0,268481,False,0.5,0.982,1,-3.496,1,0.0727,4.72e-05,4.28e-05,0.0447,0.507,103.033,4,alternative
3113,5SqrY9AWeRXqwgLCnLO2A0,Evanescence,Halloween 2022,Bring Me To Life,0,235893,False,0.318,0.943,4,-3.188,0,0.107,0.00721,2.06e-06,0.242,0.298,189.985,4,alternative
3114,3tqEDIkPhrv2AgXjQHKIwj,Disturbed,Rock Brandneu,Hey You,1,268481,False,0.5,0.982,1,-3.496,1,0.0727,4.72e-05,4.28e-05,0.0447,0.507,103.033,4,alternative
3115,6WwoaXSpEJ75vG1t674Cmm,Weezer,Fishing Music,Say It Ain't So,0,258825,False,0.635,0.551,3,-7.136,1,0.0354,0.00743,1.82e-05,0.07,0.451,151.779,4,alternative
3116,0l6b6fXyv5BHHoJizlq2De,Mon Laferte,Alternativo diferente latino,Zombie,0,215813,False,0.727,0.468,11,-7.744,0,0.0549,0.69,0.0148,0.25,0.346,116.823,4,alternative
